Date,MDY,QQQ,IEFA,VEA,ADRE,TLT,PHB,VCSH,SLV,DBB,DBO,GLD,,BH returns,BH cumprod
19/06/2006,-0.018029473,-0.008086004,0,0,-0.025731963,-0.001423099,0,0,-0.033333373,0,0,-0.022884877,,-0.009124066,0.96425214
20/06/2006,0.001662568,0.001314597,0,0,0.00966019,-0.001662294,0,0,0.034080699,0,0,0.016678471,,0.005144519,0.969212754
21/06/2006,0.015312495,0.015756167,0,0,0.027036604,0.000236973,0,0,0.020804953,0,0,0.017975613,,0.008093567,0.977057142
22/06/2006,-0.003491747,-0.01266809,0,0,-0.005641129,-0.00570909,0,0,-0.02314286,0,0,-0.010286341,,-0.005078271,0.972095381
23/06/2006,0.007977466,-0.001047226,0,0,0.007564021,-0.002033859,0,0,0.009359434,0,0,0.004503761,,0.002193633,0.974227801
26/06/2006,0.00591705,0.002621495,0,0,0.001621232,-0.001918104,0,0,-0.003477185,0,0,0.005000812,,0.000813775,0.975020603
27/06/2006,-0.010955994,-0.018823568,0,0,-0.016268255,0.004924607,0,0,-0.009983584,0,0,-0.010295101,,-0.005116825,0.970031594
28/06/2006,0.004386502,0.007460772,0,0,0.020779614,-0.005257992,0,0,0.003035063,0,0,-0.002427174,,0.002331399,0.972293124
29/06/2006,0.028200898,0.030415223,0,0,0.051653542,0.003363748,0,0,0.052415784,0,0,0.034410836,,0.016705003,0.988535284
30/06/2006,0.001871747,-0.004876737,0,0,0.005645561,0.009699508,0,0,0.033110774,0,0,0.028729823,,0.006181723,0.994646135
03/07/2006,0.009916162,0.005932195,0,0,0.024621378,-0.000988599,0,0,0.02163571,0,0,0.015515283,,0.006386011,1.000997956
05/07/2006,-0.016293204,-0.021794989,0,0,-0.029978064,-0.007985121,0,0,0.007908625,0,0,0.005146344,,-0.005249701,0.995743016
06/07/2006,0.004122467,-0.001048438,0,0,0.013636429,0.006126983,0,0,0.011246705,0,0,0.008320007,,0.003533679,0.999261653
07/07/2006,-0.007778826,-0.011021011,0,0,-0.018865936,0.006447374,0,0,-0.023622741,0,0,-0.006188502,,-0.005085804,0.994179604
10/07/2006,-0.003775218,-0.008755097,0,0,0.011602222,0.000949634,0,0,-0.021280369,0,0,-0.009739751,,-0.002583215,0.991611425
11/07/2006,0.004080537,0.00749437,0,0,0.006095533,0.003200252,0,0,0.043846994,0,0,0.028861672,,0.00779828,0.999344288
12/07/2006,-0.011829524,-0.018863056,0,0,-0.013073895,0.000236372,0,0,0.001901496,0,0,0.017395342,,-0.002019439,0.997326174
13/07/2006,-0.019535619,-0.016788471,0,0,-0.035218086,0.003897802,0,0,0.005003417,0,0,0.009704327,,-0.004411386,0.992926583
14/07/2006,-0.00749076,-0.010190069,0,0,0.003683625,0.000588461,0,0,-0.012961376,0,0,0.004576589,,-0.001816127,0.991123302
17/07/2006,-0.003471685,0.002504255,0,0,-0.018685203,0.00152836,0,0,-0.052352318,0,0,-0.028853421,,-0.008277501,0.982919278
18/07/2006,-0.000303084,0.003330928,0,0,0.012580858,-0.008571045,0,0,-0.027714053,0,0,-0.016419065,,-0.003091289,0.979880791
19/07/2006,0.021212123,0.013001032,0,0,0.046003853,0.009474588,0,0,0.051344942,0,0,0.01796498,,0.013250126,0.992864335
20/07/2006,-0.021884293,-0.014746044,0,0,-0.026324499,0.002932374,0,0,-0.021456174,0,0,-0.023270309,,-0.008729079,0.984197544
21/07/2006,-0.013727668,-0.010532084,0,0,-0.015495799,-0.001871097,0,0,-0.005688011,0,0,-0.013271535,,-0.00504885,0.979228479
24/07/2006,0.023531399,0.019888289,0,0,0.038847727,-0.000585251,0,0,0.007381428,0,0,-0.009236748,,0.006652237,0.985742539
25/07/2006,0.007888307,0.005767254,0,0,0.00741449,-0.002932007,0,0,0.006869372,0,0,0.006705918,,0.002642778,0.988347637
26/07/2006,0.000745447,-0.000818914,0,0,0.00127999,0.003645335,0,0,0.010370265,0,0,0.007311142,,0.001877772,0.990203529
27/07/2006,-0.007820808,-0.006559658,0,0,0.005113586,-0.00152342,0,0,0.024128895,0,0,0.014516154,,0.002321229,0.992502018
28/07/2006,0.015540518,0.020907712,0,0,0.024483217,0.005751478,0,0,0.002197769,0,0,0.003338618,,0.006018276,0.998475169
31/07/2006,0.000591694,-0.000269133,0,0,-0.008690019,0.001282207,0,0,0.00131582,0,0,0.000792255,,-0.000414765,0.998061037
01/08/2006,-0.006501699,-0.01671154,0,0,-0.013149674,-9.33745E-05,0,0,0.030223414,0,0,0.018366052,,0.001011098,0.999070175
02/08/2006,0.007956742,0.011239015,0,0,0.017131797,0.003744941,0,0,0.034863932,0,0,0.006685328,,0.006801813,1.005865663
03/08/2006,0.007230459,0.006234279,0,0,-0.0006237,0.000233587,0,0,-0.007395247,0,0,-0.009729687,,-0.000337526,1.005526158
04/08/2006,-0.006006614,-0.004579417,0,0,0.001248765,0.006060497,0,0,0.025082819,0,0,0.002495259,,0.002025109,1.007562458
07/08/2006,-0.004789579,-0.006495397,0,0,-0.003117809,0.000579073,0,0,-0.005895175,0,0,0.003422546,,-0.001358028,1.006194159
08/08/2006,-0.010144695,-0.006265027,0,0,0.002189166,-0.002200338,0,0,-0.004061754,0,0,-0.008217035,,-0.00239164,1.003787705
09/08/2006,-0.007704957,0.001370871,0,0,-0.00124804,-0.003249001,0,0,0.021043998,0,0,0.010317274,,0.001710845,1.00550503
10/08/2006,0.00821718,0.007116885,0,0,0.007185175,-0.001513237,0,0,-0.031714281,0,0,-0.021352272,,-0.002671712,1.00281861
11/08/2006,-0.008897801,-0.007066593,0,0,-0.00465238,-0.004313833,0,0,-0.016665342,0,0,-0.008537564,,-0.004177793,0.998629042
14/08/2006,0.000528322,0.006569479,0,0,-0.003116335,-0.001756508,0,0,0.010823112,0,0,-0.007335339,,0.000476061,0.99910445
15/08/2006,0.016211437,0.025292256,0,0,0.020631656,0.008446331,0,0,0.00473101,0,0,-0.003855449,,0.00595477,1.005053887
16/08/2006,0.015730627,0.023607847,0,0,0.011025694,0.006746301,0,0,0.018091766,0,0,0.007740741,,0.006911915,1.012000734
17/08/2006,-0.002410802,0.003627862,0,0,-0.00666439,-0.000346379,0,0,-0.028967895,0,0,-0.023363784,,-0.004843782,1.007098823
18/08/2006,0.005052195,0.001549049,0,0,-0.004879742,0.00288867,0,0,0.007771406,0,0,0.000163889,,0.001045456,1.0081517
21/08/2006,-0.008815774,-0.009538745,0,0,-0.003371083,0.003573117,0,0,0.029187336,0,0,0.022935742,,0.002830883,1.011005659
22/08/2006,0.000147633,0.000260863,0,0,0.000615125,0.000344552,0,0,-0.009426332,0,0,-0.006245987,,-0.001192012,1.009800528
23/08/2006,-0.007423316,-0.007546726,0,0,-0.017517025,0.000458916,0,0,0.016673438,0,0,-0.003545486,,-0.001575017,1.008210076
24/08/2006,-0.006219814,0.002884503,0,0,-0.003440509,0.001835597,0,0,-0.011200027,0,0,-0.0012939,,-0.001452846,1.006745302
25/08/2006,0.000297353,0.001829713,0,0,0.001569543,0.001489431,0,0,0.004854403,0,0,0.000323894,,0.000863695,1.007614822
28/08/2006,0.009088162,0.007567825,0,0,0.007207521,0.000914859,0,0,-0.031239975,0,0,-0.012465606,,-0.001577268,1.006025544
29/08/2006,0.004798326,0.003108293,0,0,0.004667022,0.00137128,0,0,0.020196147,0,0,-0.000983629,,0.00276312,1.008805313
30/08/2006,0.00279129,0.004647823,0,0,0.00371629,0.002623685,0,0,0.019226075,0,0,0.007876593,,0.003406813,1.012242124
31/08/2006,0.003516405,-0.001028407,0,0,-0.006171133,0.002390322,0,0,0.031732102,0,0,0.014164812,,0.003717008,1.016004637
01/09/2006,0.004671885,0.005403266,0,0,0.015833528,0.000341893,0,0,0.004028513,0,0,-0.002408116,,0.002322581,1.018364389
05/09/2006,0.003924252,0.009722963,0,0,0.009780202,-0.00626738,0,0,0.001157434,0,0,0.019633106,,0.003162548,1.021585016
06/09/2006,-0.015055257,-0.020020195,0,0,-0.026331726,-0.001375517,0,0,0.001001891,0,0,-0.007891414,,-0.005806018,1.015653675
07/09/2006,-0.007642486,-0.004654359,0,0,-0.006527872,0.001952168,0,0,-0.032183571,0,0,-0.025612482,,-0.006222383,1.009333888
08/09/2006,0.000370267,0.005975348,0,0,-0.001564044,0.00080263,0,0,-0.035003945,0,0,-0.009959194,,-0.003281578,1.00602168
11/09/2006,-0.00037013,0.00619836,0,0,-0.022563772,-0.000916496,0,0,-0.086974468,0,0,-0.035290228,,-0.011659728,0.994291741
12/09/2006,0.015847007,0.01848053,0,0,0.017954411,0.005043182,0,0,-0.005056411,0,0,-0.003076928,,0.004099316,0.998367657
13/09/2006,0.007873136,0.006803832,0,0,0.011968617,0.000456367,0,0,0.015064921,0,0,0.00514402,,0.003942574,1.002303796
14/09/2006,-0.004629305,0.001001745,0,0,-0.007158422,-0.002280167,0,0,-0.043361698,0,0,-0.02439441,,-0.006735188,0.995553091
15/09/2006,-0.002185085,0.003577609,0,0,0.002840008,-0.000799805,0,0,0.009252334,0,0,0.003672021,,0.00136309,0.99691012
18/09/2006,0.000876056,0.000249836,0,0,0.016991959,-0.00160117,0,0,0.03435506,0,0,0.014459895,,0.005444303,1.002337601
19/09/2006,-0.004084797,-0.006729898,0,0,-0.014851596,0.011223372,0,0,-0.034198744,0,0,-0.022497018,,-0.005928223,0.996395519
20/09/2006,0.011425502,0.014554127,0,0,0.00753762,0.001472203,0,0,0.009084128,0,0,0.005973299,,0.004170573,1.00055106
21/09/2006,-0.012092615,-0.006183981,0,0,-0.014027575,0.009159489,0,0,0.027466539,0,0,0.01205034,,0.00136435,1.001916161
22/09/2006,-0.009308994,-0.00771421,0,0,-0.008219817,0.004931067,0,0,-0.003039821,0,0,0.009490927,,-0.001155071,1.000758877
25/09/2006,0.009174777,0.017556789,0,0,0.010838268,0.007024588,0,0,0.003318061,0,0,0,,0.003992707,1.004754614
26/09/2006,0.009970195,0.004929339,0,0,0.010091419,-0.004206836,0,0,0.016982529,0,0,0.004102593,,0.003489103,1.008260307
27/09/2006,0.006606036,-0.001226183,0,0,0.002810028,-0.002891376,0,0,0.021269082,0,0,0.018215861,,0.003731954,1.012023088
28/09/2006,-0.000865714,0.002701043,0,0,0.009651227,-0.001672752,0,0,-0.006798582,0,0,-0.0003344,,0.000223402,1.012249176
29/09/2006,-0.006567633,-0.004407731,0,0,-0.002466967,-0.001229132,0,0,-0.007798297,0,0,-0.00535206,,-0.002318485,1.009902291
02/10/2006,-0.007411106,-0.012546573,0,0,0.000618411,0.0027394,0,0,-0.00139724,0,0,-0.005380859,,-0.001948164,1.007934836
03/10/2006,-0.000878229,0.004235149,0,0,-0.015755413,-0.001343453,0,0,-0.054656754,0,0,-0.034488603,,-0.008573942,0.999292862
04/10/2006,0.01509176,0.024560099,0,0,0.022284915,0.007288774,0,0,-0.000925091,0,0,-0.01295748,,0.004611915,1.003901515
05/10/2006,0.01183535,0.004842209,0,0,0.012895228,-0.007013321,0,0,0.025740729,0,0,0.00975695,,0.004838095,1.008758487
06/10/2006,-0.006205008,-0.002168494,0,0,-0.006668291,-0.010425966,0,0,0.001534591,0,0,0.001229858,,-0.001891943,1.006849973
09/10/2006,0.006172687,0.003380754,0,0,-0.000305446,0.00271929,0,0,0.016493881,0,0,0.003684841,,0.002678834,1.009547157
10/10/2006,0.003067013,0.001684681,0,0,0.010378404,-0.007908203,0,0,-0.014186899,0,0,-0.003496517,,-0.000871793,1.008667041
11/10/2006,-0.000853445,-0.001922306,0,0,-0.004229583,-0.002961784,0,0,0.00494696,0,0,-0.002105244,,-0.000593784,1.008068111
12/10/2006,0.01444851,0.01588813,0,0,0.026091853,0.000570862,0,0,0.010561177,0,0,0.010724342,,0.00652374,1.014644484
13/10/2006,0.005052051,0.005450918,0,0,0.006801237,-0.005022097,0,0,0.030820969,0,0,0.018785841,,0.00515741,1.019877422
16/10/2006,0.005723929,0.000942753,0,0,0.007635852,0.004474029,0,0,0.017699143,0,0,0.010244126,,0.003893319,1.023848131
17/10/2006,-0.008676602,-0.011066527,0,0,-0.012241568,0.000799791,0,0,-0.013254583,0,0,-0.008788181,,-0.004435639,1.01930671
